"source_row"	"event_time"	"return_time"	"ack_time"	"site"	"area"	"unit"	"tag"	"description"	"priority"	"state"	"value"	"threshold"	"engineering_unit"	"source_system"	"operator"
"192"	"2026-01-15T09:34:50+08:00"	""	""	"SYNTHETIC_SITE_01"	"SYNTHETIC_AREA_01"	"SYNTHETIC_UNIT_02"	"SYNTHETIC-INSTRUMENT_DRIFT-001"	"[SYNTHETIC] 仪表漂移合成场景"	"P3"	"ACTIVE"	"60.00"	"75.00"	"SYNTHETIC_UNIT_VALUE"	"SYNTHETIC_DCS"	"SYNTHETIC_OPERATOR_01"
"193"	"2026-01-15T09:35:01+08:00"	""	""	"SYNTHETIC_SITE_02"	"SYNTHETIC_AREA_03"	"SYNTHETIC_UNIT_03"	"SYNTHETIC-INSTRUMENT_DRIFT-001"	"[SYNTHETIC] 仪表漂移合成场景"	"P4"	"ACTIVE"	"60.75"	"75.00"	"SYNTHETIC_UNIT_VALUE"	"SYNTHETIC_DCS"	"SYNTHETIC_OPERATOR_02"
"194"	"2026-01-15T09:35:12+08:00"	""	""	"SYNTHETIC_SITE_01"	"SYNTHETIC_AREA_04"	"SYNTHETIC_UNIT_02"	"SYNTHETIC-INSTRUMENT_DRIFT-001"	"[SYNTHETIC] 仪表漂移合成场景"	"P1"	"ACTIVE"	"61.50"	"75.00"	"SYNTHETIC_UNIT_VALUE"	"SYNTHETIC_DCS"	"SYNTHETIC_OPERATOR_03"
"195"	"2026-01-15T09:35:23+08:00"	""	""	"SYNTHETIC_SITE_02"	"SYNTHETIC_AREA_04"	"SYNTHETIC_UNIT_01"	"SYNTHETIC-INSTRUMENT_DRIFT-001"	"[SYNTHETIC] 仪表漂移合成场景"	"P2"	"ACTIVE"	"62.25"	"75.00"	"SYNTHETIC_UNIT_VALUE"	"SYNTHETIC_DCS"	"SYNTHETIC_OPERATOR_04"
"196"	"2026-01-15T09:35:34+08:00"	""	""	"SYNTHETIC_SITE_01"	"SYNTHETIC_AREA_03"	"SYNTHETIC_UNIT_01"	"SYNTHETIC-INSTRUMENT_DRIFT-001"	"[SYNTHETIC] 仪表漂移合成场景"	"P3"	"ACTIVE"	"63.00"	"75.00"	"SYNTHETIC_UNIT_VALUE"	"SYNTHETIC_DCS"	"SYNTHETIC_OPERATOR_05"
"197"	"2026-01-15T09:35:45+08:00"	""	""	"SYNTHETIC_SITE_02"	"SYNTHETIC_AREA_04"	"SYNTHETIC_UNIT_04"	"SYNTHETIC-INSTRUMENT_DRIFT-001"	"[SYNTHETIC] 仪表漂移合成场景"	"P4"	"ACTIVE"	"63.75"	"75.00"	"SYNTHETIC_UNIT_VALUE"	"SYNTHETIC_DCS"	"SYNTHETIC_OPERATOR_01"
"198"	"2026-01-15T09:35:56+08:00"	""	""	"SYNTHETIC_SITE_02"	"SYNTHETIC_AREA_02"	"SYNTHETIC_UNIT_04"	"SYNTHETIC-INSTRUMENT_DRIFT-002"	"[SYNTHETIC] 仪表漂移合成场景"	"P1"	"ACTIVE"	"64.50"	"75.00"	"SYNTHETIC_UNIT_VALUE"	"SYNTHETIC_DCS"	"SYNTHETIC_OPERATOR_02"
"199"	"2026-01-15T09:36:07+08:00"	""	""	"SYNTHETIC_SITE_02"	"SYNTHETIC_AREA_02"	"SYNTHETIC_UNIT_05"	"SYNTHETIC-INSTRUMENT_DRIFT-002"	"[SYNTHETIC] 仪表漂移合成场景"	"P2"	"ACTIVE"	"65.25"	"75.00"	"SYNTHETIC_UNIT_VALUE"	"SYNTHETIC_DCS"	"SYNTHETIC_OPERATOR_03"
"200"	"2026-01-15T09:36:18+08:00"	""	""	"SYNTHETIC_SITE_02"	"SYNTHETIC_AREA_02"	"SYNTHETIC_UNIT_05"	"SYNTHETIC-INSTRUMENT_DRIFT-002"	"[SYNTHETIC] 仪表漂移合成场景"	"P3"	"ACTIVE"	"66.00"	"75.00"	"SYNTHETIC_UNIT_VALUE"	"SYNTHETIC_DCS"	""
"201"	"2026-01-15T09:36:29+08:00"	""	""	"SYNTHETIC_SITE_01"	"SYNTHETIC_AREA_03"	"SYNTHETIC_UNIT_06"	"SYNTHETIC-INSTRUMENT_DRIFT-002"	"[SYNTHETIC] 仪表漂移合成场景"	"P4"	"ACTIVE"	"66.75"	"75.00"	"SYNTHETIC_UNIT_VALUE"	"SYNTHETIC_DCS"	"SYNTHETIC_OPERATOR_05"
"202"	"2026-01-15T09:36:40+08:00"	""	""	"SYNTHETIC_SITE_01"	"SYNTHETIC_AREA_02"	"SYNTHETIC_UNIT_04"	"SYNTHETIC-INSTRUMENT_DRIFT-002"	"[SYNTHETIC] 仪表漂移合成场景"	"P1"	"ACTIVE"	"67.50"	"75.00"	"SYNTHETIC_UNIT_VALUE"	"SYNTHETIC_DCS"	"SYNTHETIC_OPERATOR_01"
"203"	"2026-01-15T09:36:51+08:00"	""	""	"SYNTHETIC_SITE_01"	"SYNTHETIC_AREA_02"	"SYNTHETIC_UNIT_04"	"SYNTHETIC-INSTRUMENT_DRIFT-002"	"[SYNTHETIC] 仪表漂移合成场景"	"P2"	"ACTIVE"	"68.25"	"75.00"	"SYNTHETIC_UNIT_VALUE"	"SYNTHETIC_DCS"	"SYNTHETIC_OPERATOR_02"
"204"	"2026-01-15T09:37:02+08:00"	""	""	"SYNTHETIC_SITE_01"	"SYNTHETIC_AREA_04"	"SYNTHETIC_UNIT_04"	"SYNTHETIC-INSTRUMENT_DRIFT-003"	"[SYNTHETIC] 仪表漂移合成场景"	"P3"	"ACTIVE"	"69.00"	"75.00"	"SYNTHETIC_UNIT_VALUE"	"SYNTHETIC_DCS"	"SYNTHETIC_OPERATOR_03"
"205"	"2026-01-15T09:37:13+08:00"	""	""	"SYNTHETIC_SITE_01"	"SYNTHETIC_AREA_04"	"SYNTHETIC_UNIT_02"	"SYNTHETIC-INSTRUMENT_DRIFT-003"	"[SYNTHETIC] 仪表漂移合成场景"	"P4"	"ACTIVE"	"69.75"	"75.00"	"SYNTHETIC_UNIT_VALUE"	"SYNTHETIC_DCS"	"SYNTHETIC_OPERATOR_04"
"206"	"2026-01-15T09:37:24+08:00"	""	""	"SYNTHETIC_SITE_02"	"SYNTHETIC_AREA_03"	""	"SYNTHETIC-INSTRUMENT_DRIFT-003"	"[SYNTHETIC] 仪表漂移合成场景"	"P1"	"ACTIVE"	"70.50"	"75.00"	"SYNTHETIC_UNIT_VALUE"	"SYNTHETIC_DCS"	"SYNTHETIC_OPERATOR_05"
"207"	"2026-01-15T09:37:35+08:00"	""	""	"SYNTHETIC_SITE_02"	"SYNTHETIC_AREA_03"	"SYNTHETIC_UNIT_06"	"SYNTHETIC-INSTRUMENT_DRIFT-003"	"[SYNTHETIC] 仪表漂移合成场景"	"P2"	"ACTIVE"	"71.25"	"75.00"	"SYNTHETIC_UNIT_VALUE"	"SYNTHETIC_DCS"	"SYNTHETIC_OPERATOR_01"
"208"	"2026-01-15T09:37:46+08:00"	""	""	"SYNTHETIC_SITE_01"	"SYNTHETIC_AREA_04"	"SYNTHETIC_UNIT_03"	"SYNTHETIC-INSTRUMENT_DRIFT-003"	"[SYNTHETIC] 仪表漂移合成场景"	"P3"	"ACTIVE"	"72.00"	"75.00"	"SYNTHETIC_UNIT_VALUE"	"SYNTHETIC_DCS"	"SYNTHETIC_OPERATOR_02"
"209"	"2026-01-15T09:37:57+08:00"	""	""	"SYNTHETIC_SITE_01"	"SYNTHETIC_AREA_01"	"SYNTHETIC_UNIT_02"	"SYNTHETIC-INSTRUMENT_DRIFT-003"	"[SYNTHETIC] 仪表漂移合成场景"	"P4"	"ACTIVE"	"72.75"	"75.00"	"SYNTHETIC_UNIT_VALUE"	"SYNTHETIC_DCS"	"SYNTHETIC_OPERATOR_03"
"210"	"2026-01-15T09:38:08+08:00"	""	""	"SYNTHETIC_SITE_02"	"SYNTHETIC_AREA_03"	"SYNTHETIC_UNIT_06"	"SYNTHETIC-INSTRUMENT_DRIFT-004"	"[SYNTHETIC] 仪表漂移合成场景"	"P1"	"ACTIVE"	"73.50"	"75.00"	"SYNTHETIC_UNIT_VALUE"	"SYNTHETIC_DCS"	"SYNTHETIC_OPERATOR_04"
"211"	"2026-01-15T09:38:19+08:00"	""	""	"SYNTHETIC_SITE_02"	"SYNTHETIC_AREA_02"	"SYNTHETIC_UNIT_02"	"SYNTHETIC-INSTRUMENT_DRIFT-004"	"[SYNTHETIC] 仪表漂移合成场景"	"P2"	"ACTIVE"	"74.25"	"75.00"	"SYNTHETIC_UNIT_VALUE"	"SYNTHETIC_DCS"	""
"212"	"2026-01-15T09:38:30+08:00"	""	""	"SYNTHETIC_SITE_02"	"SYNTHETIC_AREA_04"	"SYNTHETIC_UNIT_01"	"SYNTHETIC-INSTRUMENT_DRIFT-004"	"[SYNTHETIC] 仪表漂移合成场景"	"P3"	"ACTIVE"	"75.00"	"75.00"	"SYNTHETIC_UNIT_VALUE"	"SYNTHETIC_DCS"	"SYNTHETIC_OPERATOR_01"
"213"	"2026-01-15T09:38:41+08:00"	""	""	"SYNTHETIC_SITE_01"	"SYNTHETIC_AREA_01"	"SYNTHETIC_UNIT_05"	"SYNTHETIC-INSTRUMENT_DRIFT-004"	"[SYNTHETIC] 仪表漂移合成场景"	"P4"	"ACTIVE"	"75.75"	"75.00"	"SYNTHETIC_UNIT_VALUE"	"SYNTHETIC_DCS"	"SYNTHETIC_OPERATOR_02"
"214"	"2026-01-15T09:38:52+08:00"	""	""	"SYNTHETIC_SITE_01"	"SYNTHETIC_AREA_01"	"SYNTHETIC_UNIT_05"	"SYNTHETIC-INSTRUMENT_DRIFT-004"	"[SYNTHETIC] 仪表漂移合成场景"	"P1"	"ACTIVE"	"76.50"	"75.00"	"SYNTHETIC_UNIT_VALUE"	"SYNTHETIC_DCS"	"SYNTHETIC_OPERATOR_03"
"215"	"2026-01-15T09:39:03+08:00"	""	""	"SYNTHETIC_SITE_02"	"SYNTHETIC_AREA_03"	"SYNTHETIC_UNIT_02"	"SYNTHETIC-INSTRUMENT_DRIFT-004"	"[SYNTHETIC] 仪表漂移合成场景"	"P2"	"ACTIVE"	"77.25"	"75.00"	"SYNTHETIC_UNIT_VALUE"	"SYNTHETIC_DCS"	"SYNTHETIC_OPERATOR_04"
"216"	"2026-01-15T09:39:14+08:00"	""	""	"SYNTHETIC_SITE_02"	"SYNTHETIC_AREA_01"	"SYNTHETIC_UNIT_01"	"SYNTHETIC-INSTRUMENT_DRIFT-005"	"[SYNTHETIC] 仪表漂移合成场景"	"P3"	"ACTIVE"	"78.00"	"75.00"	"SYNTHETIC_UNIT_VALUE"	"SYNTHETIC_DCS"	"SYNTHETIC_OPERATOR_05"
"217"	"2026-01-15T09:39:25+08:00"	""	""	"SYNTHETIC_SITE_01"	"SYNTHETIC_AREA_02"	"SYNTHETIC_UNIT_04"	"SYNTHETIC-INSTRUMENT_DRIFT-005"	"[SYNTHETIC] 仪表漂移合成场景"	"P4"	"ACTIVE"	"78.75"	"75.00"	"SYNTHETIC_UNIT_VALUE"	"SYNTHETIC_DCS"	"SYNTHETIC_OPERATOR_01"
"218"	"2026-01-15T09:39:36+08:00"	""	""	"SYNTHETIC_SITE_01"	"SYNTHETIC_AREA_03"	"SYNTHETIC_UNIT_03"	"SYNTHETIC-INSTRUMENT_DRIFT-005"	"[SYNTHETIC] 仪表漂移合成场景"	"P1"	"ACTIVE"	"79.50"	"75.00"	"SYNTHETIC_UNIT_VALUE"	"SYNTHETIC_DCS"	"SYNTHETIC_OPERATOR_02"
"219"	"2026-01-15T09:39:47+08:00"	""	""	"SYNTHETIC_SITE_01"	"SYNTHETIC_AREA_04"	"SYNTHETIC_UNIT_01"	"SYNTHETIC-INSTRUMENT_DRIFT-005"	"[SYNTHETIC] 仪表漂移合成场景"	"P2"	"ACTIVE"	"80.25"	"75.00"	"SYNTHETIC_UNIT_VALUE"	"SYNTHETIC_DCS"	"SYNTHETIC_OPERATOR_03"
"220"	"2026-01-15T09:39:58+08:00"	""	""	"SYNTHETIC_SITE_02"	"SYNTHETIC_AREA_03"	"SYNTHETIC_UNIT_01"	"SYNTHETIC-INSTRUMENT_DRIFT-005"	"[SYNTHETIC] 仪表漂移合成场景"	"P3"	"ACTIVE"	"81.00"	"75.00"	"SYNTHETIC_UNIT_VALUE"	"SYNTHETIC_DCS"	"SYNTHETIC_OPERATOR_04"
"221"	"2026-01-15T09:40:09+08:00"	""	""	"SYNTHETIC_SITE_02"	"SYNTHETIC_AREA_02"	"SYNTHETIC_UNIT_03"	"SYNTHETIC-INSTRUMENT_DRIFT-005"	"[SYNTHETIC] 仪表漂移合成场景"	"P4"	"ACTIVE"	"81.75"	"75.00"	"SYNTHETIC_UNIT_VALUE"	"SYNTHETIC_DCS"	"SYNTHETIC_OPERATOR_05"
"222"	"2026-01-15T09:40:20+08:00"	""	""	"SYNTHETIC_SITE_01"	"SYNTHETIC_AREA_02"	"SYNTHETIC_UNIT_06"	"SYNTHETIC-EQUIPMENT_TRIP-001"	"[SYNTHETIC] 设备跳停序列步骤 1"	"P2"	"ACTIVE"	"67.40"	"75.00"	"SYNTHETIC_UNIT_VALUE"	"SYNTHETIC_DCS"	""
"223"	"2026-01-15T09:40:31+08:00"	""	""	"SYNTHETIC_SITE_02"	"SYNTHETIC_AREA_01"	""	"SYNTHETIC-EQUIPMENT_TRIP-002"	"[SYNTHETIC] 设备跳停序列步骤 2"	"P2"	"ACTIVE"	"67.82"	"75.00"	"SYNTHETIC_UNIT_VALUE"	"SYNTHETIC_DCS"	"SYNTHETIC_OPERATOR_02"
"224"	"2026-01-15T09:40:42+08:00"	""	""	"SYNTHETIC_SITE_01"	"SYNTHETIC_AREA_02"	"SYNTHETIC_UNIT_06"	"SYNTHETIC-EQUIPMENT_TRIP-003"	"[SYNTHETIC] 设备跳停序列步骤 3"	"P2"	"ACTIVE"	"47.19"	"75.00"	"SYNTHETIC_UNIT_VALUE"	"SYNTHETIC_DCS"	"SYNTHETIC_OPERATOR_03"
"225"	"2026-01-15T09:40:53+08:00"	""	""	"SYNTHETIC_SITE_02"	"SYNTHETIC_AREA_02"	"SYNTHETIC_UNIT_05"	"SYNTHETIC-EQUIPMENT_TRIP-004"	"[SYNTHETIC] 设备跳停序列步骤 4"	"P1"	"ACTIVE"	"85.42"	"75.00"	"SYNTHETIC_UNIT_VALUE"	"SYNTHETIC_DCS"	"SYNTHETIC_OPERATOR_04"
"226"	"2026-01-15T09:41:04+08:00"	""	""	"SYNTHETIC_SITE_02"	"SYNTHETIC_AREA_01"	"SYNTHETIC_UNIT_05"	"SYNTHETIC-EQUIPMENT_TRIP-005"	"[SYNTHETIC] 设备跳停序列步骤 5"	"P1"	"ACTIVE"	"75.60"	"75.00"	"SYNTHETIC_UNIT_VALUE"	"SYNTHETIC_DCS"	"SYNTHETIC_OPERATOR_05"
"227"	"2026-01-15T09:41:15+08:00"	""	""	"SYNTHETIC_SITE_01"	"SYNTHETIC_AREA_03"	"SYNTHETIC_UNIT_06"	"SYNTHETIC-EQUIPMENT_TRIP-001"	"[SYNTHETIC] 设备跳停序列步骤 1"	"P2"	"ACTIVE"	"86.30"	"75.00"	"SYNTHETIC_UNIT_VALUE"	"SYNTHETIC_DCS"	"SYNTHETIC_OPERATOR_01"
"228"	"2026-01-15T09:41:26+08:00"	""	""	"SYNTHETIC_SITE_01"	"SYNTHETIC_AREA_02"	"SYNTHETIC_UNIT_01"	"SYNTHETIC-EQUIPMENT_TRIP-002"	"[SYNTHETIC] 设备跳停序列步骤 2"	"P2"	"ACTIVE"	"75.13"	"75.00"	"SYNTHETIC_UNIT_VALUE"	"SYNTHETIC_DCS"	"SYNTHETIC_OPERATOR_02"
"229"	"2026-01-15T09:41:37+08:00"	""	""	"SYNTHETIC_SITE_01"	"SYNTHETIC_AREA_04"	"SYNTHETIC_UNIT_04"	"SYNTHETIC-EQUIPMENT_TRIP-003"	"[SYNTHETIC] 设备跳停序列步骤 3"	"P2"	"ACTIVE"	"47.12"	"75.00"	"SYNTHETIC_UNIT_VALUE"	"SYNTHETIC_DCS"	"SYNTHETIC_OPERATOR_03"
"230"	"2026-01-15T09:41:48+08:00"	""	""	"SYNTHETIC_SITE_01"	"SYNTHETIC_AREA_02"	"SYNTHETIC_UNIT_04"	"SYNTHETIC-EQUIPMENT_TRIP-004"	"[SYNTHETIC] 设备跳停序列步骤 4"	"P1"	"ACTIVE"	"44.37"	"75.00"	"SYNTHETIC_UNIT_VALUE"	"SYNTHETIC_DCS"	"SYNTHETIC_OPERATOR_04"
"231"	"2026-01-15T09:41:59+08:00"	""	""	"SYNTHETIC_SITE_02"	"SYNTHETIC_AREA_01"	"SYNTHETIC_UNIT_06"	"SYNTHETIC-EQUIPMENT_TRIP-005"	"[SYNTHETIC] 设备跳停序列步骤 5"	"P1"	"ACTIVE"	"62.05"	"75.00"	"SYNTHETIC_UNIT_VALUE"	"SYNTHETIC_DCS"	"SYNTHETIC_OPERATOR_05"
"232"	"2026-01-15T09:42:10+08:00"	""	""	"SYNTHETIC_SITE_02"	"SYNTHETIC_AREA_04"	"SYNTHETIC_UNIT_02"	"SYNTHETIC-EQUIPMENT_TRIP-001"	"[SYNTHETIC] 设备跳停序列步骤 1"	"P2"	"ACTIVE"	"69.79"	"75.00"	"SYNTHETIC_UNIT_VALUE"	"SYNTHETIC_DCS"	"SYNTHETIC_OPERATOR_01"
"233"	"2026-01-15T09:42:21+08:00"	""	""	"SYNTHETIC_SITE_02"	"SYNTHETIC_AREA_02"	"SYNTHETIC_UNIT_03"	"SYNTHETIC-EQUIPMENT_TRIP-002"	"[SYNTHETIC] 设备跳停序列步骤 2"	"P2"	"ACTIVE"	"86.13"	"75.00"	"SYNTHETIC_UNIT_VALUE"	"SYNTHETIC_DCS"	""
"234"	"2026-01-15T09:42:32+08:00"	""	""	"SYNTHETIC_SITE_02"	"SYNTHETIC_AREA_01"	"SYNTHETIC_UNIT_05"	"SYNTHETIC-EQUIPMENT_TRIP-003"	"[SYNTHETIC] 设备跳停序列步骤 3"	"P2"	"ACTIVE"	"60.28"	"75.00"	"SYNTHETIC_UNIT_VALUE"	"SYNTHETIC_DCS"	"SYNTHETIC_OPERATOR_03"
"235"	"2026-01-15T09:42:43+08:00"	""	""	"SYNTHETIC_SITE_01"	"SYNTHETIC_AREA_03"	"SYNTHETIC_UNIT_04"	"SYNTHETIC-EQUIPMENT_TRIP-004"	"[SYNTHETIC] 设备跳停序列步骤 4"	"P1"	"ACTIVE"	"65.69"	"75.00"	"SYNTHETIC_UNIT_VALUE"	"SYNTHETIC_DCS"	"SYNTHETIC_OPERATOR_04"
"236"	"2026-01-15T09:42:54+08:00"	""	""	"SYNTHETIC_SITE_01"	"SYNTHETIC_AREA_01"	"SYNTHETIC_UNIT_01"	"SYNTHETIC-EQUIPMENT_TRIP-005"	"[SYNTHETIC] 设备跳停序列步骤 5"	"P1"	"ACTIVE"	"77.44"	"75.00"	"SYNTHETIC_UNIT_VALUE"	"SYNTHETIC_DCS"	"SYNTHETIC_OPERATOR_05"
"237"	"2026-01-15T09:43:05+08:00"	""	""	"SYNTHETIC_SITE_02"	"SYNTHETIC_AREA_03"	"SYNTHETIC_UNIT_02"	"SYNTHETIC-EQUIPMENT_TRIP-001"	"[SYNTHETIC] 设备跳停序列步骤 1"	"P2"	"ACTIVE"	"74.97"	"75.00"	"SYNTHETIC_UNIT_VALUE"	"SYNTHETIC_DCS"	"SYNTHETIC_OPERATOR_01"
"238"	"2026-01-15T09:43:16+08:00"	""	""	"SYNTHETIC_SITE_02"	"SYNTHETIC_AREA_04"	"SYNTHETIC_UNIT_02"	"SYNTHETIC-EQUIPMENT_TRIP-002"	"[SYNTHETIC] 设备跳停序列步骤 2"	"P2"	"ACTIVE"	"44.44"	"75.00"	"SYNTHETIC_UNIT_VALUE"	"SYNTHETIC_DCS"	"SYNTHETIC_OPERATOR_02"
"239"	"2026-01-15T09:43:27+08:00"	""	""	"SYNTHETIC_SITE_02"	"SYNTHETIC_AREA_04"	"SYNTHETIC_UNIT_05"	"SYNTHETIC-EQUIPMENT_TRIP-003"	"[SYNTHETIC] 设备跳停序列步骤 3"	"P2"	"ACTIVE"	"58.49"	"75.00"	"SYNTHETIC_UNIT_VALUE"	"SYNTHETIC_DCS"	"SYNTHETIC_OPERATOR_03"
"240"	"2026-01-15T09:43:38+08:00"	""	""	"SYNTHETIC_SITE_01"	"SYNTHETIC_AREA_04"	""	"SYNTHETIC-EQUIPMENT_TRIP-004"	"[SYNTHETIC] 设备跳停序列步骤 4"	"P1"	"ACTIVE"	"77.10"	"75.00"	"SYNTHETIC_UNIT_VALUE"	"SYNTHETIC_DCS"	"SYNTHETIC_OPERATOR_04"
"241"	"2026-01-15T09:43:49+08:00"	""	""	"SYNTHETIC_SITE_02"	"SYNTHETIC_AREA_03"	"SYNTHETIC_UNIT_03"	"SYNTHETIC-EQUIPMENT_TRIP-005"	"[SYNTHETIC] 设备跳停序列步骤 5"	"P1"	"ACTIVE"	"68.15"	"75.00"	"SYNTHETIC_UNIT_VALUE"	"SYNTHETIC_DCS"	"SYNTHETIC_OPERATOR_05"
"242"	"2026-01-15T09:44:00+08:00"	""	""	"SYNTHETIC_SITE_01"	"SYNTHETIC_AREA_02"	"SYNTHETIC_UNIT_04"	"SYNTHETIC-EQUIPMENT_TRIP-001"	"[SYNTHETIC] 设备跳停序列步骤 1"	"P2"	"ACTIVE"	"74.30"	"75.00"	"SYNTHETIC_UNIT_VALUE"	"SYNTHETIC_DCS"	"SYNTHETIC_OPERATOR_01"
"243"	"2026-01-15T09:44:11+08:00"	""	""	"SYNTHETIC_SITE_01"	"SYNTHETIC_AREA_03"	"SYNTHETIC_UNIT_03"	"SYNTHETIC-EQUIPMENT_TRIP-002"	"[SYNTHETIC] 设备跳停序列步骤 2"	"P2"	"ACTIVE"	"78.60"	"75.00"	"SYNTHETIC_UNIT_VALUE"	"SYNTHETIC_DCS"	"SYNTHETIC_OPERATOR_02"
"244"	"2026-01-15T09:44:22+08:00"	""	""	"SYNTHETIC_SITE_01"	"SYNTHETIC_AREA_01"	"SYNTHETIC_UNIT_01"	"SYNTHETIC-EQUIPMENT_TRIP-003"	"[SYNTHETIC] 设备跳停序列步骤 3"	"P2"	"ACTIVE"	"41.01"	"75.00"	"SYNTHETIC_UNIT_VALUE"	"SYNTHETIC_DCS"	""
"245"	"2026-01-15T09:44:33+08:00"	""	""	"SYNTHETIC_SITE_02"	"SYNTHETIC_AREA_01"	"SYNTHETIC_UNIT_03"	"SYNTHETIC-EQUIPMENT_TRIP-004"	"[SYNTHETIC] 设备跳停序列步骤 4"	"P1"	"ACTIVE"	"65.59"	"75.00"	"SYNTHETIC_UNIT_VALUE"	"SYNTHETIC_DCS"	"SYNTHETIC_OPERATOR_04"
"246"	"2026-01-15T09:44:44+08:00"	""	""	"SYNTHETIC_SITE_01"	"SYNTHETIC_AREA_03"	"SYNTHETIC_UNIT_04"	"SYNTHETIC-EQUIPMENT_TRIP-005"	"[SYNTHETIC] 设备跳停序列步骤 5"	"P1"	"ACTIVE"	"69.73"	"75.00"	"SYNTHETIC_UNIT_VALUE"	"SYNTHETIC_DCS"	"SYNTHETIC_OPERATOR_05"
"247"	"2026-01-15T09:44:55+08:00"	""	""	"SYNTHETIC_SITE_01"	"SYNTHETIC_AREA_01"	"SYNTHETIC_UNIT_01"	"SYNTHETIC-EQUIPMENT_TRIP-001"	"[SYNTHETIC] 设备跳停序列步骤 1"	"P2"	"ACTIVE"	"51.36"	"75.00"	"SYNTHETIC_UNIT_VALUE"	"SYNTHETIC_DCS"	"SYNTHETIC_OPERATOR_01"
"248"	"2026-01-15T09:45:06+08:00"	""	""	"SYNTHETIC_SITE_01"	"SYNTHETIC_AREA_03"	"SYNTHETIC_UNIT_05"	"SYNTHETIC-EQUIPMENT_TRIP-002"	"[SYNTHETIC] 设备跳停序列步骤 2"	"P2"	"ACTIVE"	"78.56"	"75.00"	"SYNTHETIC_UNIT_VALUE"	"SYNTHETIC_DCS"	"SYNTHETIC_OPERATOR_02"
"249"	"2026-01-15T09:45:17+08:00"	""	""	"SYNTHETIC_SITE_01"	"SYNTHETIC_AREA_02"	"SYNTHETIC_UNIT_05"	"SYNTHETIC-EQUIPMENT_TRIP-003"	"[SYNTHETIC] 设备跳停序列步骤 3"	"P2"	"ACTIVE"	"67.92"	"75.00"	"SYNTHETIC_UNIT_VALUE"	"SYNTHETIC_DCS"	"SYNTHETIC_OPERATOR_03"
"250"	"2026-01-15T09:45:28+08:00"	""	""	"SYNTHETIC_SITE_02"	"SYNTHETIC_AREA_01"	"SYNTHETIC_UNIT_03"	"SYNTHETIC-EQUIPMENT_TRIP-004"	"[SYNTHETIC] 设备跳停序列步骤 4"	"P1"	"ACTIVE"	"89.36"	"75.00"	"SYNTHETIC_UNIT_VALUE"	"SYNTHETIC_DCS"	"SYNTHETIC_OPERATOR_04"
"251"	"2026-01-15T09:45:39+08:00"	""	""	"SYNTHETIC_SITE_01"	"SYNTHETIC_AREA_04"	"SYNTHETIC_UNIT_03"	"SYNTHETIC-EQUIPMENT_TRIP-005"	"[SYNTHETIC] 设备跳停序列步骤 5"	"P1"	"ACTIVE"	"60.73"	"75.00"	"SYNTHETIC_UNIT_VALUE"	"SYNTHETIC_DCS"	"SYNTHETIC_OPERATOR_05"
"252"	"2026-01-15T09:45:50+08:00"	""	""	"SYNTHETIC_SITE_02"	"SYNTHETIC_AREA_02"	"SYNTHETIC_UNIT_04"	"SYNTHETIC-PROCESS_CASCADE-001"	"[SYNTHETIC] 工艺扰动级联步骤 1"	"P3"	"ACTIVE"	"47.60"	"75.00"	"SYNTHETIC_UNIT_VALUE"	"SYNTHETIC_DCS"	"SYNTHETIC_OPERATOR_01"
"253"	"2026-01-15T09:46:01+08:00"	""	""	"SYNTHETIC_SITE_01"	"SYNTHETIC_AREA_03"	"SYNTHETIC_UNIT_03"	"SYNTHETIC-PROCESS_CASCADE-002"	"[SYNTHETIC] 工艺扰动级联步骤 2"	"P4"	"ACTIVE"	"80.19"	"75.00"	"SYNTHETIC_UNIT_VALUE"	"SYNTHETIC_DCS"	"SYNTHETIC_OPERATOR_02"
"254"	"2026-01-15T09:46:12+08:00"	""	""	"SYNTHETIC_SITE_01"	"SYNTHETIC_AREA_04"	"SYNTHETIC_UNIT_01"	"SYNTHETIC-PROCESS_CASCADE-003"	"[SYNTHETIC] 工艺扰动级联步骤 3"	"P1"	"ACTIVE"	"64.92"	"75.00"	"SYNTHETIC_UNIT_VALUE"	"SYNTHETIC_DCS"	"SYNTHETIC_OPERATOR_03"
"255"	"2026-01-15T09:46:23+08:00"	""	""	"SYNTHETIC_SITE_02"	"SYNTHETIC_AREA_04"	"SYNTHETIC_UNIT_02"	"SYNTHETIC-PROCESS_CASCADE-004"	"[SYNTHETIC] 工艺扰动级联步骤 4"	"P2"	"ACTIVE"	"67.17"	"75.00"	"SYNTHETIC_UNIT_VALUE"	"SYNTHETIC_DCS"	""
"256"	"2026-01-15T09:46:34+08:00"	""	""	"SYNTHETIC_SITE_01"	"SYNTHETIC_AREA_02"	"SYNTHETIC_UNIT_05"	"SYNTHETIC-PROCESS_CASCADE-005"	"[SYNTHETIC] 工艺扰动级联步骤 5"	"P3"	"ACTIVE"	"60.48"	"75.00"	"SYNTHETIC_UNIT_VALUE"	"SYNTHETIC_DCS"	"SYNTHETIC_OPERATOR_05"
